Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
Advancing Deep-Learning in NLP: From Network Logs to Text Classification,L. R. Ónozó; B. Gyires-Tóth,"Department of Telecommunications and Artificial Intelligence, Budapest University of Technology and Economics, Budapest, Hungary; Department of Telecommunications and Artificial Intelligence, Budapest University of Technology and Economics, Budapest, Hungary",NOMS 2025-2025 IEEE Network Operations and Management Symposium,15 Jul 2025,2025,,,1,4,"This PhD Symposium Paper explores deep-learning based sequential modeling methods for textual data by investigating two applications: network security log analysis and financial forecasting. The network log analysis was performed using a hybrid approach that combines traditional pattern matching and transformer architectures. This method successfully identified common log patterns and achieved high accuracy in classifying new log types. For economic forecasting, economic news articles and retail data are used; transformer models demonstrated superior performance in sentiment analysis and item classification. Sentiment indices showed predictive power during economic downturns. These findings suggest that the integration of novel methods with traditional approaches can lead to improved models and robust applications that bridge qualitative and quantitative data.",2374-9709,979-8-3315-3163-8,10.1109/NOMS57970.2025.11073620,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11073620,NLP;Deep Learning;Machine learning;Artifi-cial Intelligence;Network Security;Log Analysis;Macroeconomic Forecasting;LLM,Analytical models;Sentiment analysis;Biological system modeling;Text categorization;Predictive models;Network security;Transformers;Data models;Macroeconomics;Pattern matching,,,,17.0,IEEE,15 Jul 2025,,,IEEE,IEEE Conferences
Mitigating market volatility impact in stock prediction: a Wasserstein GAN approach with GRU and CNN,P. -L. Tu; J. -L. Chen; C. Ahmadi,"Electrical Engineering, National Taiwan University of Science and Technology, Taipei, Taiwan; Electrical Engineering, National Taiwan University of Science and Technology, Taipei, Taiwan; Electrical Engineering, National Taiwan University of Science and Technology, Taipei, Taiwan",International Conference on Applied System Innovation (ICASI 2025),3 Sep 2025,2025,2025,,101,103,"Stock price prediction plays a crucial role in financial decision-making, especially in volatile market conditions. Traditional forecasting methods, including statistical models and deep learning approaches, often struggle to adapt to rapid market fluctuations and unexpected events such as the COVID-19 pandemic. Moreover, many existing models require large datasets and fail to generalize well across different financial conditions. Addressing these challenges, generative models have gained attention for their ability to generate synthetic financial data and improve prediction accuracy. Here, we propose a Wasserstein Generative Adversarial Network (WGAN) with Gated Recurrent Units (GRU) as the generator and Convolutional Neural Networks (CNN) as the discriminator to enhance stock price forecasting robustness. Our model is trained using historical stock prices, trading volume, and technical indicators from four major U.S. companies—Apple, Amazon, Google, and Intel—over a period from 2014 to 2023. The dataset is split into pre-and post-COVID-19 periods to assess the model's adaptability to market anomalies. Experimental results indicate that the proposed WGAN-based model achieves an average Root Mean Square Error (RMSE) of 2.31, outperforming conventional methods such as Linear Regression and Long Short-Term Memory (LSTM) networks. Moreover, the model demonstrates minimal performance degradation when exposed to volatile periods, proving its robustness in handling market uncertainties. These findings suggest that WGAN with GRU and CNN is an effective approach to mitigating the impact of market volatility on stock price prediction. Future research will explore further optimizations, alternative generative architectures, and applications to different financial markets to refine prediction accuracy and generalizability.",,978-1-83724-704-2,10.1049/icp.2025.2498,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11148263,,,,,,,,3 Sep 2025,,,IET,IET Conferences
Enhancing Hybrid Bike-Sharing Systems Through Long-Term Inventory Management: A Generative-Model-Informed Reinforcement Learning Approach,Z. Shi; Z. Jiang; M. Xu; Y. Zhou; Z. Zhu,"College of Civil Engineering and Architecture, Zhejiang University, Hangzhou, China; Polytechnic Institute, Zhejiang University, Hangzhou, China; Department of Civil and Environmental Engineering, Hong Kong University of Science and Technology, Hong Kong, China; Department of Industrial Engineering and Management, Shanghai Jiao Tong University, Shanghai, China; College of Civil Engineering and Architecture, Zhejiang University, Hangzhou, China",IEEE Transactions on Computational Social Systems,6 Oct 2025,2025,12,5.0,3324,3336,"Hybrid bike-sharing systems (operating both bikes and ebikes) are emerging worldwide for flexibility and sustainability. Excessive rebalancing, while addressing supply-demand imbalances, causes financial burdens and resource waste. Hence, long-term daily operations (e.g., rebalancing at midnights for upcoming days) have practical economic significance, but they remain underexplored due to difficulties in tracking high within-day and between-day demand variability and the interplay between demand and daily inventory management strategies. Besides, cooperative operation of bikes and ebikes expands solution space, given their inherent demand coupling. This study is the first to explore long-term daily inventory strategies for the hybrid system (ebikes get charged at stations), determining spatial-heterogeneous inventory at midnight to maximize profits. To address the demand variability perception issue, we develop a recurrent-attentive neural process (RANP) model to predict hour-to-hour demand of the upcoming day. The RANP is integrated into a long-term optimization model, referred to as the generative-models-informed Markov decision process (GMI-MDP), where two cooperative intelligent agents determine the bike–ebike allocation based on demand perception and system rewards. A suite of numerical experiments utilizing a real-world dataset from New York is carried out, and various strategies are compared. The proposed method, through online and offline tests, demonstrates superiority over other MDP-based and rule-based methods, achieving a faster solution-seeking process and more stable rewards than MDP with exact upcoming demand. By comparing inventory volatility, we offer insights into managerial operations.",2329-924X,,10.1109/TCSS.2025.3557911,"“Pioneer” and “Leading Goose” R&D Program of Zhejiang(grant numbers:2023C03155); Smart Urban Future (SURF) Laboratory, Zhejiang Province; ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10964288,Bike–ebike allocation;generative models;long-term management;Markov decision process (MDP),Predictive models;Inventory management;Vehicle dynamics;Resource management;Hybrid power systems;Heuristic algorithms;Shared transport;Electronic mail;Training;Systems operation,,1.0,,44.0,IEEE,14 Apr 2025,,,IEEE,IEEE Journals
Applications of Novel Deep Learning Algorithms for Analysing of Cryptocurrency,B. R. Rao; D. Nataraj; D. Ganesh; K. H. Kiran; K. S. Chakradhar,"Dept. of ECE, Aditya Institute of Technology and Management, Tekkali, India; Dept. of ECE, Swarnadhra Institute of Engineering and Technology, Narsapur, India; CSE, Mohan Babu University (Erstwhile Sree Vidyanikethan Engineering College (Autonomous), Tirupati, Andhra Pradesh, India; Department of CA, Mohan Babu University Erstwhile Sree Vidyanikethan Engineering College (Autonomous), Tirupati, Andhra Pradesh, India; ECE, Mohan Babu University (Erstwhile Sree Vidyanikethan Engineering College (Autonomous), Tirupati, Andhra Pradesh, India",2025 International Conference on Computing Technologies (ICOCT),15 Aug 2025,2025,,,1,7,"With the worldwide spread of cryptocurrencies, data has become richer and more heterogeneous than before and, as a result, poses a new problem related to prediction and decision making. Although there has been recent increase in acceptance of machine learning (ML) and deep learning (DL) technologies, the current analytical models appear to have limited correspondence with cryptocurrency markets. This work directly addresses price forecasting, fraud detection, sentiment analysis, and risk management, thus illustrating the applicability of the current technologies. We implement complex and novel deep learning techniques such as long short-term memory, gated recurrent unit, Bidirectional-LSTM to explore the temporal and spatial behavior of data associated with cryptocurrencies. These models enable accurate predictions of price and market trends along with reinforcement strategies to refine trading strategies and generative models to assess the market and project what the future might require. This is used to help investors and traders spot patterns in the buying and selling of various crypto currencies, these models might have far-reaching effects on the economy. We compared the suggested model's output with that of current setups. This works findings reveal that the proposed model is more accurate than the alternatives since its prediction errors are lower.",,979-8-3315-2794-5,10.1109/ICOCT64433.2025.11118821,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11118821,Cryptocurrencies;price prediction;fraud detection;risk management;LSTM;GRU and Bi-LSTM,Deep learning;Analytical models;Accuracy;Biological system modeling;Predictive models;Data models;Cryptocurrency;Fraud;Risk management;Long short term memory,,,,20.0,IEEE,15 Aug 2025,,,IEEE,IEEE Conferences
Efficient Deep Q-Learning for Industrial Equipment Calibration in Elevator Manufacturing,A. Evangelidis; N. Dimitriou; P. Charalampous; T. D. Mastos; D. Tzovaras,"Information Technologies Institute, Centre for Research and Technology Hellas (CERTH-ITI), Thessaloniki, Greece; Information Technologies Institute, Centre for Research and Technology Hellas (CERTH-ITI), Thessaloniki, Greece; Information Technologies Institute, Centre for Research and Technology Hellas (CERTH-ITI), Thessaloniki, Greece; KLEEMANN HELLAS SA, Kilkis, Greece; Information Technologies Institute, Centre for Research and Technology Hellas (CERTH-ITI), Thessaloniki, Greece",IEEE Transactions on Industrial Informatics,7 Oct 2024,2024,20,10.0,12220,12230,"Industrial equipment calibration is an essential element for the proper functioning of any production plant. Without frequent and proper calibration, the quality and efficiency of the overall production process are threatened. Despite its significance, it is often performed manually based on qualitative measures that may lead to suboptimal behavior. In this article, we propose a deep reinforcement learning (RL)-based methodology to automate the calibration process and evaluate it in an elevator control use case. Moreover, to overcome data scarcity we develop a simulation environment based on generative modeling that creates synthetic RL episodes. The proposed methodology relies on a minimal set of sensors and actuators, i.e., a webcam, an Arduino board, three stepper motors, and an edge computational unit. Nevertheless, experimental evaluations indicate that it can perform in real-time applications achieving accurate calibration results.",1941-0050,,10.1109/TII.2024.3417254,European Commission; European Union H2020 programme(grant numbers:958264); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10584081,Automatic calibration;deep Q-learning;parameter estimation;reinforcement learning (RL),Calibration;Elevators;Webcams;Motors;Soft sensors;Q-learning;Feature extraction,,5.0,,27.0,CCBY,3 Jul 2024,,,IEEE,IEEE Journals
Bayesian Online Learning of the Hazard Rate in Change-Point Problems,R. C. Wilson; M. R. Nassar; J. I. Gold,"Department of Psychology, Princeton University, Princeton, N.J. 08540, U.S.A. rcw2@princeton.edu; Department of Psychology, Princeton University, Princeton, N.J. 08540, U.S.A. nassarr@mail.med.upenn.edu; Department of Neuroscience, University of Pennsylvania, Philadelphia, PA 19104, U.S.A. jigold@mail.med.upenn.edu",Neural Computation,19 May 2014,2010,22,9.0,2452,2476,"Change-point models are generative models of time-varying data in which the underlying generative parameters undergo discontinuous changes at different points in time known as change points. Change-points often represent important events in the underlying processes, like a change in brain state reflected in EEG data or a change in the value of a company reflected in its stock price. However, change-points can be difficult to identify in noisy data streams. Previous attempts to identify change-points online using Bayesian inference relied on specifying in advance the rate at which they occur, called the hazard rate (h). This approach leads to predictions that can depend strongly on the choice of h and is unable to deal optimally with systems in which h is not constant in time. In this letter, we overcome these limitations by developing a hierarchical extension to earlier models. This approach allows h itself to be inferred from the data, which in turn helps to identify when change-points occur. We show that our approach can effectively identify change-points in both toy and real data sets with complex hazard rates and how it can be used as an ideal-observer model for human and animal behavior when faced with rapidly changing inputs.",0899-7667,,10.1162/NECO_a_00007,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6796720,,,,8.0,,,,19 May 2014,,,MIT Press,MIT Press Journals
Developing an AI-Driven Chatbot for Enhanced College Website Support Using Machine Learning,R. Thamilselvan; P. Natesan; E. Gothai; S. E. Naveenkumar; J. K. Shanthosh; S. Vigneshwaran,"Computer Science and Engineering, Kongu Engineering College, Erode, India; Information Technology, Kongu Engineering College, Erode, India; Computer Science and Engineering, Kongu Engineering College, Erode, India; Information Technology, Kongu Engineering College, Erode, India; Information Technology, Kongu Engineering College, Erode, India; Information Technology, Kongu Engineering College, Erode, India",2024 International Conference on Expert Clouds and Applications (ICOECA),5 Aug 2024,2024,,,719,726,"With the emerging technological revolutions, the higher education institutions are integrating Artificial Intelligence (AI) to enhance their website support and user experience. A GPT-2-based chatbot has been developed to assist students, faculty, and stakeholders in navigating the college websites easily. The objective of this research study is to support college websites by interacting with user queries and predicting the cut-off mar of the students based on their academic performance. This AI-driven chatbot employs machine learning and Natural Language Processing (NLP) techniques to address the inquiries regarding admissions, course details, academic resources, administrative procedures, and campus life. Utilizing deep learning techniques, the developed chatbot delivers comprehensive and contextually relevant responses, focusing on Q&A interactions. The chatbot, built upon the GPT -2 model by OpenAI, is skillful at generating human-like text and serves various applications, including customer support and information retrieval systems. Particularly, it specializes in predicting admission cut-off marks, employing regression models such as Linear Regression, Decision Tree Regressor, SVM Regressor, Random Forest Regressor, and XGBoost Regressor. These models consider various factors such as joining year, quotas, previous cut-off lists, department preferences, board exam difficulty, job market demands, and academic performance. The performance evaluation metrics like Mean Squared Error (MSE), Root Mean Square Error (RMSE), and R-squared are utilized to assess the predictive accuracy of the proposed chatbot. By performing a thorough analysis of historical student data, the chatbot provides users with detailed answers and accurate forecasts regarding future academic performance, thereby enhancing the overall user experience of educational websites.",,979-8-3503-8579-3,10.1109/ICOECA62351.2024.00130,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10612494,GPT-2(Generative Pre-Trained Transformer) Model;Cut-off Mark Prediction;Natural Language Processing;Regression;Artificial Intelligence Chatbot;Stakeholders;User-friendly Experience,Support vector machines;Accuracy;Predictive models;Chatbots;Transformers;User experience;Stakeholders,,,,15.0,IEEE,5 Aug 2024,,,IEEE,IEEE Conferences
Fine-Tuning Gemma-7B for Enhanced Sentiment Analysis of Financial News Headlines,K. Mo; W. Liu; X. Xu; C. Yu; Y. Zou; F. Xia,"University of Illinois Urbana-Champaign, Champaign, IL, USA; Carnegie Mellon University, Pittsburgh, PA, USA; Snap Inc., Seattle, WA, USA; Northeastern University, Boston, MA, USA; Columbia University, New York, NY, USA; Texas A&M University, College Station, TX, USA","2024 IEEE 4th International Conference on Electronic Technology, Communication and Information (ICETCI)",18 Jul 2024,2024,,,130,135,"In this study, we explore the application of sentiment analysis on financial news headlines to understand investor sentiment. By leveraging Natural Language Processing (NLP) and Large Language Models (LLM), we analyze sentiment from the perspective of retail investors. The FinancialPhraseBank dataset, which contains categorized sentiments of financial news headlines, serves as the basis for our analysis. We fine-tuned several models, including distilbert-base-uncased, Llama, and gemma-7b, to evaluate their effectiveness in sentiment classification. Our experiments demonstrate that the fine-tuned gemma7b model outperforms others, achieving the highest precision, recall, and F1-score. Specifically, the gemma-7b model showed significant improvements in accuracy after fine-tuning, indicating its robustness in capturing the nuances of financial sentiment. This model can be instrumental in providing market insights, risk management, and aiding investment decisions by accurately predicting the sentiment of financial news. The results highlight the potential of advanced LLMs in transforming how we analyze and interpret financial information, offering a powerful tool for stakeholders in the financial industry.",,979-8-3503-6164-3,10.1109/ICETCI61221.2024.10594605,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10594605,Sentiment Analysis;Financial News;NLP;LLM;Fine-tuning;gemma-7b,Measurement;Analytical models;Sentiment analysis;Accuracy;Predictive models;Robustness;Physiology,,14.0,,28.0,IEEE,18 Jul 2024,,,IEEE,IEEE Conferences
AI Oracle: A Blockchain-Powered Oracle for LLMs and AI Agents,S. Fu; M. Xie,"APRO Research, Melbourne, Australia; APRO Research, Singapore, Singapore",2025 Crypto Valley Conference (CVC),8 Jul 2025,2025,,,1,10,"Large Language Models (LLMs) such as GPT and similar architectures have revolutionized artificial intelligence by enabling machines to understand and generate human-like text. However, these models are inherently statistical predictors rather than real-time reasoning systems, leading to fundamental limitations in accessing up-to-date information and verifying factual accuracy. This issue is particularly critical in high-stakes domains such as cryptocurrency markets, decentralized finance (DeFi), and autonomous AI agents, where real-time, verifiable, and tamper-proof information is essential for decision-making.In this paper, we introduce AI Oracle, a novel framework that integrates blockchain-powered oracles with LLMs and autonomous agents to ensure real-time access to cryptographically verified knowledge. We compare AI Oracle with both standalone LLMs and retrieval-based systems using the Model Context Protocol (MCP), highlighting significant advantages in factual reliability, adversarial robustness, and interpretability. AI Oracle combines decentralized consensus, immutable storage, and cryptographic attestation to equip AI agents with enhanced resistance to manipulation, hallucination, and misinformation.Beyond architectural improvements, we explore the broader applicability of AI Oracle across domains that require provable correctness and trust—ranging from real-world asset (RWA) tokenization to autonomous agent coordination and decentralized governance. By positioning AI Oracle as a trust-minimized epistemic infrastructure, we propose a new paradigm in AI systems: the fusion of decentralized trust with autonomous reasoning, enabling agents to operate with resilience, transparency, and embedded verifiability across dynamic environments.",,979-8-3315-8749-9,10.1109/CVC65719.2025.00007,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11068814,Price Oracle;Blockchain Technology;LLM;AI Agent;RWA,Protocols;Finance;Training data;Decentralized applications;Real-time systems;Cognition;Autonomous agents;Tokenization;Cryptocurrency;Artificial intelligence,,,,18.0,IEEE,8 Jul 2025,,,IEEE,IEEE Conferences
Beyond Single-Text Analysis: A Holistic Approach to Chinese Financial Sentiment,M. Zhang; C. Du,"School of Economics and Management, Beijing University of Posts and Telecommunications, Beijing, China; School of Cyberspace Security, Beijing University of Posts and Telecommunications, Beijing, China",2025 17th International Conference on Advanced Computational Intelligence (ICACI),1 Aug 2025,2025,,,71,78,"Financial sentiment analysis is crucial to comprehend the functioning of markets, particularly in China, where social media significantly influences the behavior of investors. Despite the fact that sentiment analysis has progressed significantly, analyzing Chinese financial social media content remains challenging due to the lack of labeled datasets and the sophistication of Chinese social media discussions, making sentiment analysis challenging and inaccurate. Conventional approaches struggle to comprehend the subtle context, such as sarcasm and new Internet slang, and fail to fuse various sentiments from social media interactions effectively. This paper proposes a framework 11Source code is available at https://gitee.com/Monickar/Fin-Sentiment-LLM. that addresses these issues by fusing context-aware designs and integrating various sentiment signals. Our approach grasps the layered context of conversations and integrates various measurements and their interrelations into one sentiment indicator. Experiments on Chinese financial news and social media data show that our system performs better than the traditional method on both sentiment classification tasks and downstream financial applications. This provides a stronger solution for Chinese financial sentiment analysis.",,979-8-3315-0979-8,10.1109/ICACI65340.2025.11096317,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11096317,Financial Sentiment Analysis;Chinese Social Media;Stock Forecast,Sentiment analysis;Social networking (online);Fuses;Oral communication;Solids;Real-time systems;Data models;Internet;Microstructure;Context modeling,,,,26.0,IEEE,1 Aug 2025,,,IEEE,IEEE Conferences
Trend-Heuristic Reinforcement Learning Framework for News-Oriented Stock Portfolio Management,W. Ding; Z. Chen; H. Jiang; Y. Lin; F. Lin,"School of Informatics, Xiamen University, Xiamen, China; School of Informatics, Xiamen University, Xiamen, China; School of Informatics, Xiamen University, Xiamen, China; School of Informatics, Xiamen University, Xiamen, China; School of Informatics, Xiamen University, Xiamen, China","ICASSP 2024 - 2024 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",18 Mar 2024,2024,,,5120,5124,"Recent studies have shown that reinforcement learning (RL) methods have brought significant performance gains for stock portfolio management (PM) because they effectively utilize historical price information and directly generate portfolio weights. We found, however, that there is still great room for improvement in how to fully consider the impact of financial news and stock trends on PM while avoiding model instability caused by feature disparity and fragile convergence due to RL itself. Addressing this allows us to develop more profitable and robust PM strategies. To this end, we propose TrendTrader, a novel RL framework for news-oriented stock portfolio management with trend heuristics. Specifically, TrendTrader utilizes a large language model (LLM) to obtain sentiment scores of stock news and generates heterogeneous contexts based on global sentiment embedding, which enhances model stability in processing multimodal features. Further, TrendTrader incorporates trend heuristics into both the network architecture and the reward function, while combining supervised learning and reinforcement learning in the form of incremental training to facilitate policy network convergence. Extensive experiments in the U.S. market and the China market verify the state-of-the-art performance of TrendTrader.",2379-190X,979-8-3503-4485-1,10.1109/ICASSP48485.2024.10447993,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10447993,Stock Portfolio Management;Reinforcement Learning;Incremental Learning;Multimodality,Training;Supervised learning;Reinforcement learning;Signal processing;Market research;Stability analysis;Speech processing,,2.0,,25.0,IEEE,18 Mar 2024,,,IEEE,IEEE Conferences
A Deep Reinforcement Learning Approach for Portfolio Optimization of Brazilian Assets Using Fundamental and Sentiment Indicators,K. C. Silva; F. Sá; D. Fernandes; M. Fernandes; F. Soares,"Instituto de Informática, Universidade Federal de Goiás, Goiânia, GO, Brazil; Instituto de Informática, Universidade Federal de Goiás, Goiânia, GO, Brazil; Instituto de Informática, Universidade Federal de Goiás, Goiânia, GO, Brazil; Universidade Estadual de Goiás, Anápolis, GO, Brazil; Instituto de Informática, Universidade Federal de Goiás, Goiânia, GO, Brazil","2025 IEEE 49th Annual Computers, Software, and Applications Conference (COMPSAC)",26 Aug 2025,2025,,,1879,1884,"The Brazilian capital market presents unique challenges for portfolio optimization due to its volatility and information asymmetries. This paper proposes a Deep Reinforcement Learning (DRL) framework that integrates fundamental indicators, Portuguese-language news sentiment (via Gemini Pro), and market data (prices, volume). Five DRL algorithms (A2C, PPO, DDPG, TD3, SAC) were trained and evaluated across three feature scenarios using performance metrics such as Sharpe Ratio, Annual Return, and Maximum Drawdown. News sentiment classification and entity extraction were performed using Gemini Pro LLM. Statistical validation over 44 executions, including Shapiro-Wilk and Kruskal-Wallis tests, showed no significant differences among DRL methods. However, all DRL approaches outperformed the Ibovespa index and uniform Buy-and-Hold benchmark, highlighting the value of combining DRL with localized and diverse data sources for portfolio optimization in emerging markets.",2836-3795,979-8-3315-7434-5,10.1109/COMPSAC65507.2025.00258,Research and Development; Coordenação de Aperfeiçoamento de Pessoal de Nível Superior; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11126558,Deep Reinforcement Learning;Portfolio Optimization;Sentiment Analysis;Fundamental Indicators;Large Language Model;Brazilian Financial Market,Training;Sentiment analysis;Soft sensors;Software algorithms;Benchmark testing;Deep reinforcement learning;Performance metrics;Indexes;Portfolios;Optimization,,,,32.0,IEEE,26 Aug 2025,,,IEEE,IEEE Conferences
InvestED: A Smart Financial Education Platform Using LSTM & Game Mechanics,R. Mishra; M. U. Mogale; A. Mulam; N. Panda; D. Punjabi,"Dept. of INFT Engineering, VES Institute of Technology, Mumbai, India; Dept. of INFT Engineering, VES Institute of Technology, Mumbai, India; Dept. of INFT Engineering, VES Institute of Technology, Mumbai, India; Dept. of INFT Engineering, VES Institute of Technology, Mumbai, India; Dept. of INFT Engineering, VES Institute of Technology, Mumbai, India",2025 5th International Conference on Intelligent Technologies (CONIT),24 Sep 2025,2025,,,1,8,"In the era of state-of-the-art machine learning, Long Short-Term Memory (LSTM) networks and Large Language Models (LLMs) have shown remarkable capabilities in sequence prediction and natural language comprehension respectively. Although such technologies have remade several domains, their application in financial education remains unexplored. In this research, we present InvestED, a new platform that taps the temporal dependency modeling capabilities of LSTM neural networks and contextual knowledge of LLMs to redefine financial literacy education for students. The bidirectional property of LSTM enables sophisticated market patterns to be captured by its dedicated forget, input, and output gates, while transformerbased LLMs provide natural language processing for personalized financial suggestions. Our setup utilizes the double-layer LSTM model ($\mathbf{1 0 0}$ and $\mathbf{5 0}$ units) to predict the performance of mutual funds, beating conventional statistical frameworks such as ARIMA and Prophet by $\mathbf{2 9 - 4 4 \%}$ lower error rates for all mutual fund types. The platform includes such advanced AI models within game-like interfaces such that a computation arena is availed to test investment decisions, monitor expenses, and learn financial aspects through the feedback loops produced by algorithms. Performance evaluation demonstrates the neural network’s superior potential for identifying non-linear market dependencies with mean absolute percentage errors as low as $\mathbf{2. 3 1 \%}$ for certain classes of investments in out-of-sample tests. InvestED demonstrates the potential of advanced deep learning architectures and natural language processing to redefine abstract financial education as a fun, data-driven learning experience, effectively bridging the pedagogical and technological challenges of equipping digitally-native generations with financial literacy.",,979-8-3315-2233-9,10.1109/CONIT65521.2025.11167877,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11167877,Gamification;Machine learning;Simulation;Financial literacy,Performance evaluation;Education;Neural networks;Mutual funds;Machine learning;Predictive models;Transformers;Natural language processing;Long short term memory;Investment,,,,19.0,IEEE,24 Sep 2025,,,IEEE,IEEE Conferences
"Energy Estimates Across Layers of Computing: From Devices to Large-Scale Applications in Machine Learning for Natural Language Processing, Scientific Computing, and Cryptocurrency Mining1",S. Shankar,"SLAC National Laboratory, Menlo Park, CA",2023 IEEE High Performance Extreme Computing Conference (HPEC),25 Dec 2023,2023,,,1,6,"Estimates of energy usage in layers of computing from devices to algorithms have been determined and analyzed. Building on the previous analysis [3], energy needed from single devices and systems including three large-scale computing applications such as Artificial Intelligence (AI)/Machine Learning for Natural Language Processing, Scientific Simulations, and Cryptocurrency Mining have been estimated. In contrast to the bit-level switching, in which transistors achieved energy efficiency due to geometrical scaling, higher energy is expended both at the at the instructions and simulations levels of an application. Additionally, the analysis based on AI/ML Accelerators indicate that changes in architectures using an older semiconductor technology node have comparable energy efficiency with a different architecture using a newer technology. Further comparisons of the energy in computing systems with the thermodynamic and biological limits, indicate that there is a 27–36 orders of magnitude higher energy requirements for total simulation of an application. These energy estimates underscore the need for serious considerations of energy efficiency in computing by including energy as a design parameter, enabling growing needs of compute-intensive applications in a digital world.",2643-1971,979-8-3503-0860-0,10.1109/HPEC58863.2023.10363573,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10363573,Moore's law;From Bits to Architectures and Applications;Energy per Instruction;Energy per Bit;Instructions per Second;Specialized Architectures;Energy for Machine Learning and Artificial Intelligence;Natural Language Processing;ChatGPT;Energy for High Performance Scientific Computations;Energy for Crypto coin mining;Bitcoin;Thermodynamical Limit;Biological Limit;ATP;Sustainable Computing;Energy as a design parameter,Training;Thermodynamics;Analytical models;Computational modeling;Biological system modeling;Machine learning;Switches,,5.0,,32.0,USGov,25 Dec 2023,,,IEEE,IEEE Conferences
"Risk Management and Macroeconomic Disruptions in Supply Chains: The Role of Blockchain, Digital Twins, Generative AI, and Quantum Computing",J. Yoon; R. Alkhudary; S. Talluri; P. Féniès,"School of Business Administration, Chung-Ang University, Seoul, South Korea; Panthéon-Assas Research Lab in Management Science (LARGEPA), Paris Panthéon-Assas University, Paris, France; Department of Supply Chain Management, Michigan State University, East Lansing, MI, USA; Panthéon-Assas Research Lab in Management Science (LARGEPA), Paris Panthéon-Assas University, Paris, France",IEEE Transactions on Engineering Management,22 Jul 2025,2025,72,,2995,3009,"The global economy faces increasing vulnerabilities from macroeconomic disruptions, such as regulatory changes, trade tensions, geopolitical conflicts, currency volatility, pandemics, and energy crises that undermine the resilience of operations and supply chain management (OSCM) systems. These disruptions exacerbate risks, including supply chain breakdowns, operational inefficiencies, and systemic weaknesses, with energy challenges emerging as a key concern due to their effects on production costs, inflation, and sustainability goals. Advanced technologies, such as blockchain, digital twins, generative artificial intelligence (AI), and quantum computing, offer transformative potential to enhance transparency, predictive accuracy, and decision-making agility. However, their adoption introduces inherent tradeoffs, as they can lead to energy-intensive operations, cybersecurity risks, and economic burdens. To make sense of these dynamics, this article develops a conceptual framework based on a multilayered information system architecture that links specific disruptions to corresponding digital responses. This framework is grounded in a thorough review of both conceptual and empirical literature, along with extensive discussions among the authors. It explores how these technologies can address the risks stemming from macroeconomic disruptions while also considering their broader economic implications and challenges. It argues that simplistic solutions fail to account for the duality of these technologies’ impacts and highlights the need for a systemic approach to integrate these technologies within OSCM. This article concludes by proposing actionable research directions for OSCM scholars and managers to navigate these complexities.",1558-0040,,10.1109/TEM.2025.3585433,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11066262,Blockchain;digital twins;generative artificial intelligence (AI);information system;macroeconomic disruptions;quantum computing;risk management;supply chain;TEM forum;technology management,Supply chains;Macroeconomics;Blockchains;Digital twins;Risk management;Quantum computing;Organizations;Generative AI;Costs;Resilience,,1.0,,110.0,IEEE,2 Jul 2025,,,IEEE,IEEE Journals
